destination_continent,destination_name,origin_name,population,destination_lat,destination_lon,origin_lat,origin_lon
Europe,Norway,Madagascar,474,62,10,-20,47
Europe,Norway,Malawi,117,62,10,-13.5,34
Europe,Norway,Malaysia,819,62,10,2.5,112.5
Europe,Norway,Mali,50,62,10,17,-4
Europe,Norway,Malta,95,62,10,35.916667,14.433333
Europe,Norway,Mauritania,58,62,10,20,-12
Europe,Norway,Mauritius,187,62,10,-20.3,57.583333
Europe,Norway,Mexico,"1,226",62,10,23,-102
Europe,Norway,Mongolia,141,62,10,46,105
Europe,Norway,Montenegro,405,62,10,42.5,19.3
Europe,Norway,Morocco,"5,544",62,10,32,-5
Europe,Norway,Mozambique,189,62,10,-18.25,35
Europe,Norway,Myanmar,"3,136",62,10,22,98
Europe,Norway,Namibia,84,62,10,-22,17
Europe,Norway,Nepal,"1,558",62,10,28,84
Europe,Norway,Netherlands,"8,654",62,10,52.5,5.75
Europe,Norway,New Zealand,633,62,10,-42,174
Europe,Norway,Nicaragua,190,62,10,13,-85
Europe,Norway,Niger,50,62,10,16,8
Europe,Norway,Nigeria,"1,749",62,10,10,8
Europe,Norway,Oman,55,62,10,21,57
Europe,Norway,Pakistan,"19,393",62,10,30,70
Europe,Norway,Panama,60,62,10,9,-80
Europe,Norway,Paraguay,151,62,10,-22.993333,-57.996389
Europe,Norway,Peru,"1,485",62,10,-10,-76
Europe,Norway,Philippines,"20,593",62,10,13,122
Europe,Norway,Poland,"91,213",62,10,52,20
Europe,Norway,Portugal,"2,925",62,10,39.5,-8
Europe,Norway,Puerto Rico,29,62,10,18.2482882,-66.4998941
Europe,Norway,Qatar,61,62,10,25.5,51.25
Europe,Norway,Republic of Korea,"7,483",62,10,37,127.5
Europe,Norway,Republic of Moldova,770,62,10,47,29
Europe,Norway,Romania,"12,087",62,10,46,25
Europe,Norway,Russian Federation,"17,200",62,10,60,100
Europe,Norway,Rwanda,620,62,10,-2,30
Europe,Norway,Saudi Arabia,602,62,10,25,45
Europe,Norway,Senegal,250,62,10,14,-14
Europe,Norway,Serbia,"4,099",62,10,44,21
Europe,Norway,Sierra Leone,517,62,10,8.5,-11.5
Europe,Norway,Singapore,754,62,10,1.366667,103.8
Europe,Norway,Slovakia,"3,840",62,10,48.666667,19.5
Europe,Norway,Slovenia,377,62,10,46.25,15.166667
Europe,Norway,Somalia,"27,042",62,10,6,48
Europe,Norway,South Africa,"1,453",62,10,-30,26
Europe,Norway,South Sudan,178,62,10,8,30
Europe,Norway,Spain,"6,145",62,10,40,-4
Europe,Norway,Sri Lanka,"9,275",62,10,7,81
Europe,Norway,State of Palestine,"3,342",62,10,,
Europe,Norway,Sudan,"3,125",62,10,16,30
Europe,Norway,Suriname,39,62,10,4,-56
Europe,Norway,Sweden,"49,216",62,10,62,15
Europe,Norway,Switzerland,"2,198",62,10,47,8
Europe,Norway,Syrian Arab Republic,"5,473",62,10,35,38
Europe,Norway,Tajikistan,103,62,10,39,71
Europe,Norway,Thailand,"18,049",62,10,15,100
Europe,Norway,The former Yugoslav Republic of Macedonia  ,"2,477",62,10,41.833333,22
Europe,Norway,Togo,113,62,10,8,1.166667
Europe,Norway,Trinidad and Tobago,349,62,10,11,-61
Europe,Norway,Tunisia,"1,007",62,10,34,9
Europe,Norway,Turkey,"11,192",62,10,39.059012,34.911546
Europe,Norway,Turkmenistan,75,62,10,40,60
Europe,Norway,Uganda,"1,124",62,10,2,33
Europe,Norway,Ukraine,"4,236",62,10,49,32
Europe,Norway,United Arab Emirates,407,62,10,24,54
Europe,Norway,United Kingdom,"19,339",62,10,54,-4
Europe,Norway,United Republic of Tanzania,922,62,10,-6,35
Europe,Norway,United States,"17,461",62,10,39.828175,-98.5795
Europe,Norway,Uruguay,235,62,10,-33,-56
Europe,Norway,Uzbekistan,477,62,10,41.707542,63.84911
Europe,Norway,Bolivarian Republic of Venezuela,"1,067",62,10,8,-66
Europe,Norway,Viet Nam,"13,798",62,10,16.166667,107.833333
Europe,Norway,Western Sahara,41,62,10,25,-13.5
Europe,Norway,Yemen,349,62,10,15.5,47.5
Europe,Norway,Zambia,538,62,10,-15,30
Europe,Norway,Zimbabwe,289,62,10,-19,29
Europe,Sweden,Afghanistan,"29,085",62,15,33,66
Europe,Sweden,Albania,"2,161",62,15,41,20
Europe,Sweden,Algeria,"3,004",62,15,28,3
Europe,Sweden,Angola,758,62,15,-12.5,18.5
Europe,Sweden,Argentina,"3,184",62,15,-34,-64
Europe,Sweden,Armenia,"2,520",62,15,40,45
Europe,Sweden,Australia,"3,944",62,15,-25,135
Europe,Sweden,Austria,"5,936",62,15,47.333333,13.333333
Europe,Sweden,Azerbaijan,"2,882",62,15,40.5,47.5
Europe,Sweden,Bahamas,29,62,15,24,-76
Europe,Sweden,Bahrain,88,62,15,26,50.5
Europe,Sweden,Bangladesh,"7,310",62,15,24,90
Europe,Sweden,Barbados,112,62,15,13.166667,-59.533333
Europe,Sweden,Belarus,"2,785",62,15,53,28
Europe,Sweden,Belgium,"2,422",62,15,50.833333,4
Europe,Sweden,Benin,89,62,15,9.5,2.25
Europe,Sweden,Bhutan,26,62,15,27.5,90.5
Europe,Sweden,Plurinational State of Bolivia,"4,485",62,15,-17,-65
Europe,Sweden,Bosnia and Herzegovina,"58,583",62,15,44.25,17.833333
Europe,Sweden,Botswana,108,62,15,-22,24
Europe,Sweden,Brazil,"7,090",62,15,-10,-55
Europe,Sweden,Bulgaria,"8,513",62,15,43,25
Europe,Sweden,Burkina Faso,84,62,15,13,-2
Europe,Sweden,Burundi,"2,934",62,15,-3.5,30
Europe,Sweden,Cambodia,380,62,15,13,105
Europe,Sweden,Cameroon,595,62,15,6,12
Europe,Sweden,Canada,"1,410",62,15,60,-96
Europe,Sweden,Cape Verde,"3,611",62,15,16,-24
Europe,Sweden,Central African Republic,109,62,15,7,21
Europe,Sweden,Chad,66,62,15,15,19
Europe,Sweden,Chile,"28,853",62,15,-30,-71
Europe,Sweden,China,"30,743",62,15,35,105
Europe,Sweden,Hong Kong,601,62,15,22.25,114.166667
Europe,Sweden,Colombia,"11,973",62,15,4,-72
Europe,Sweden,Cook Islands,816,62,15,-16.083333,-161.583333
Europe,Sweden,Cote dIvoire,424,62,15,8,-5
Europe,Sweden,Croatia,949,62,15,45.166667,15.5
Europe,Sweden,Cuba,"7,615",62,15,22,-79.5
Europe,Sweden,Curacao,"2,712",62,15,12.166667,-69
Europe,Sweden,Czech Republic,719,62,15,49.75,15
Europe,Sweden,Congo,"1,738",62,15,-1,15
Europe,Sweden,Democratic Peoples Republic of Korea ,84,62,15,40,127
Europe,Sweden,The Democratic Republic of the Congo,"3,161",62,15,0,25
Europe,Sweden,Denmark,"43,331",62,15,56,10
Europe,Sweden,Djibouti,304,62,15,11.5,42.5
Europe,Sweden,Dominica,42,62,15,15.5,-61.333333
Europe,Sweden,Dominican Republic,723,62,15,19,-70.666667
Europe,Sweden,Ecuador,"2,406",62,15,-2,-77.5
Europe,Sweden,Egypt,"5,934",62,15,27,30
Europe,Sweden,El Salvador,"2,948",62,15,13.833333,-88.916667
Europe,Sweden,Equatorial Guinea,43,62,15,2,10
Europe,Sweden,Eritrea,"22,320",62,15,15,39
Europe,Sweden,Estonia,"10,499",62,15,59,26
Europe,Sweden,Ethiopia,"16,509",62,15,8,38
Europe,Sweden,Fiji,62,62,15,-18,178
Europe,Sweden,Finland,"162,067",62,15,64,26
Europe,Sweden,France,"9,208",62,15,46,2
Europe,Sweden,Gabon,24,62,15,-1,11.75
Europe,Sweden,Gambia,"4,834",62,15,13.5,-15.5
Europe,Sweden,Georgia,"1,275",62,15,41.999981,43.499905
Europe,Sweden,Germany,"50,473",62,15,51.5,10.5
Europe,Sweden,Ghana,"2,614",62,15,8,-2
Europe,Sweden,Greece,"15,518",62,15,39,22
Europe,Sweden,Grenada,41,62,15,12.116667,-61.666667
Europe,Sweden,Guatemala,828,62,15,15.5,-90.25
Europe,Sweden,Guinea,517,62,15,11,-10
Europe,Sweden,Guinea-Bissau,138,62,15,12,-15
Europe,Sweden,Guyana,126,62,15,5,-59
Europe,Sweden,Haiti,147,62,15,19,-72.416667
Europe,Sweden,Honduras,377,62,15,15,-86.5
Europe,Sweden,Hungary,"16,558",62,15,47,20
Europe,Sweden,Iceland,"5,454",62,15,65,-18
Europe,Sweden,India,"22,424",62,15,20,77
Europe,Sweden,Indonesia,"2,425",62,15,-5,120
Europe,Sweden,Islamic Republic of Iran,"69,981",62,15,32,53
Europe,Sweden,Iraq,"133,118",62,15,33,44
Europe,Sweden,Ireland,"2,527",62,15,53,-8
Europe,Sweden,Israel,"2,631",62,15,31.5,34.75
Europe,Sweden,Italy,"10,242",62,15,42.833333,12.833333
Europe,Sweden,Jamaica,350,62,15,18.25,-77.5
Europe,Sweden,Japan,"3,266",62,15,36,138
Europe,Sweden,Jordan,"3,755",62,15,31,36
Europe,Sweden,Kazakhstan,"1,892",62,15,48,68
Europe,Sweden,Kenya,"3,616",62,15,1,38
Europe,Sweden,Kuwait,"2,117",62,15,29.5,47.75
Europe,Sweden,Kyrgyzstan,961,62,15,41,75
Europe,Sweden,Lao Peoples Democratic Republic,511,62,15,18,105
Europe,Sweden,Latvia,"6,674",62,15,57,25
Europe,Sweden,Lebanon,"26,279",62,15,33.833333,35.833333
Europe,Sweden,Lesotho,56,62,15,-29.5,28.25
Europe,Sweden,Liberia,963,62,15,6.5,-9.5
Europe,Sweden,Libya,"2,211",62,15,25,17
Europe,Sweden,Lithuania,"10,726",62,15,56,24
Europe,Sweden,Luxembourg,314,62,15,49.75,6.166667
Europe,Sweden,Madagascar,114,62,15,-20,47
Europe,Sweden,Malawi,74,62,15,-13.5,34
Europe,Sweden,Malaysia,"1,561",62,15,2.5,112.5
Europe,Sweden,Maldives,21,62,15,3.2,73
Europe,Sweden,Mali,137,62,15,17,-4
Europe,Sweden,Malta,168,62,15,35.916667,14.433333
Europe,Sweden,Mauritania,64,62,15,20,-12
Europe,Sweden,Mauritius,189,62,15,-20.3,57.583333
Europe,Sweden,Mexico,"2,486",62,15,23,-102
Europe,Sweden,Monaco,42,62,15,43.733333,7.4
Europe,Sweden,Mongolia,"2,409",62,15,46,105
Europe,Sweden,Montenegro,853,62,15,42.5,19.3
Europe,Sweden,Morocco,"9,233",62,15,32,-5
Europe,Sweden,Mozambique,333,62,15,-18.25,35
Europe,Sweden,Myanmar,"1,541",62,15,22,98
Europe,Sweden,Namibia,127,62,15,-22,17
Europe,Sweden,Nepal,901,62,15,28,84
Europe,Sweden,Netherlands,"10,413",62,15,52.5,5.75
Europe,Sweden,New Zealand,"1,135",62,15,-42,174
Europe,Sweden,Nicaragua,791,62,15,13,-85
Europe,Sweden,Niger,43,62,15,16,8
Europe,Sweden,Nigeria,"4,455",62,15,10,8
Europe,Sweden,Norway,"43,256",62,15,62,10
Europe,Sweden,Oman,52,62,15,21,57
Europe,Sweden,Pakistan,"11,436",62,15,30,70
Europe,Sweden,Panama,303,62,15,9,-80
Europe,Sweden,Papua New Guinea,32,62,15,-6,147
Europe,Sweden,Paraguay,203,62,15,-22.993333,-57.996389
Europe,Sweden,Peru,"7,565",62,15,-10,-76
Europe,Sweden,Philippines,"12,248",62,15,13,122
Europe,Sweden,Poland,"83,542",62,15,52,20
Europe,Sweden,Portugal,"3,535",62,15,39.5,-8
Europe,Sweden,Qatar,139,62,15,25.5,51.25
Europe,Sweden,Republic of Korea,"10,979",62,15,37,127.5
Europe,Sweden,Republic of Moldova,753,62,15,47,29
Europe,Sweden,Romania,"25,223",62,15,46,25
Europe,Sweden,Russian Federation,"19,457",62,15,60,100
Europe,Sweden,Rwanda,551,62,15,-2,30
Europe,Sweden,Saint Lucia,35,62,15,13.883333,-60.966667
Europe,Sweden,Samoa,24,62,15,-13.803096,-172.178309
Europe,Sweden,Saudi Arabia,"3,059",62,15,25,45
Europe,Sweden,Senegal,767,62,15,14,-14
Europe,Sweden,Serbia,"9,295",62,15,44,21
Europe,Sweden,Seychelles,69,62,15,-4.583333,55.666667
Europe,Sweden,Sierra Leone,825,62,15,8.5,-11.5
Europe,Sweden,Singapore,752,62,15,1.366667,103.8
Europe,Sweden,Slovakia,"1,519",62,15,48.666667,19.5
Europe,Sweden,Slovenia,"1,214",62,15,46.25,15.166667
Europe,Sweden,Somalia,"59,213",62,15,6,48
Europe,Sweden,South Africa,"2,440",62,15,-30,26
Europe,Sweden,Spain,"9,709",62,15,40,-4
Europe,Sweden,Sri Lanka,"7,115",62,15,7,81
Europe,Sweden,State of Palestine,"5,269",62,15,,
Europe,Sweden,Sudan,"3,379",62,15,16,30
Europe,Sweden,Suriname,38,62,15,4,-56
Europe,Sweden,Swaziland,29,62,15,-26.5,31.5
Europe,Sweden,Switzerland,"3,492",62,15,47,8
Europe,Sweden,Syrian Arab Republic,"69,199",62,15,35,38
Europe,Sweden,Tajikistan,308,62,15,39,71
Europe,Sweden,Thailand,"38,990",62,15,15,100
Europe,Sweden,The former Yugoslav Republic of Macedonia  ,"6,216",62,15,41.833333,22
Europe,Sweden,Togo,359,62,15,8,1.166667
Europe,Sweden,Tonga,34,62,15,-20,-175
Europe,Sweden,Trinidad and Tobago,299,62,15,11,-61
Europe,Sweden,Tunisia,"4,943",62,15,34,9
Europe,Sweden,Turkey,"47,188",62,15,39.059012,34.911546
Europe,Sweden,Turkmenistan,238,62,15,40,60
Europe,Sweden,Uganda,"4,067",62,15,2,33
Europe,Sweden,Ukraine,"6,982",62,15,49,32
Europe,Sweden,United Arab Emirates,"1,430",62,15,24,54
Europe,Sweden,United Kingdom,"24,950",62,15,54,-4
Europe,Sweden,United Republic of Tanzania,"1,722",62,15,-6,35
Europe,Sweden,United States,"20,011",62,15,39.828175,-98.5795
Europe,Sweden,Uruguay,"2,221",62,15,-33,-56
Europe,Sweden,Uzbekistan,"3,555",62,15,41.707542,63.84911
Europe,Sweden,Bolivarian Republic of Venezuela,"1,136",62,15,8,-66
Europe,Sweden,Viet Nam,"17,004",62,15,16.166667,107.833333
Europe,Sweden,Yemen,"1,363",62,15,15.5,47.5
Europe,Sweden,Zambia,526,62,15,-15,30
Europe,Sweden,Zimbabwe,553,62,15,-19,29
Europe,United Kingdom,Afghanistan,"68,256",54,-4,33,66
Europe,United Kingdom,Albania,"14,688",54,-4,41,20
Europe,United Kingdom,Algeria,"26,826",54,-4,28,3
Europe,United Kingdom,Andorra,63,54,-4,42.5,1.5
Europe,United Kingdom,Angola,"15,712",54,-4,-12.5,18.5
Europe,United Kingdom,Anguilla,583,54,-4,18.216667,-63.05
Europe,United Kingdom,Antigua and Barbuda,"3,995",54,-4,17.05,-61.8
Europe,United Kingdom,Argentina,"11,339",54,-4,-34,-64
Europe,United Kingdom,Armenia,"1,790",54,-4,40,45
Europe,United Kingdom,Aruba,678,54,-4,12.5,-69.966667
Europe,United Kingdom,Australia,"135,786",54,-4,-25,135
Europe,United Kingdom,Austria,"21,698",54,-4,47.333333,13.333333
Europe,United Kingdom,Azerbaijan,"3,126",54,-4,40.5,47.5
Europe,United Kingdom,Bahamas,"2,071",54,-4,24,-76
Europe,United Kingdom,Bahrain,"6,261",54,-4,26,50.5
Europe,United Kingdom,Bangladesh,"230,143",54,-4,24,90
Europe,United Kingdom,Barbados,"20,271",54,-4,13.166667,-59.533333
Europe,United Kingdom,Belarus,"4,734",54,-4,53,28
Europe,United Kingdom,Belgium,"29,142",54,-4,50.833333,4
Europe,United Kingdom,Belize,"1,452",54,-4,17.25,-88.75
Europe,United Kingdom,Benin,678,54,-4,9.5,2.25
Europe,United Kingdom,Bermuda,"4,602",54,-4,32.333333,-64.75
Europe,United Kingdom,Bhutan,463,54,-4,27.5,90.5
Europe,United Kingdom,Plurinational State of Bolivia,"4,046",54,-4,-17,-65
Europe,United Kingdom,Bosnia and Herzegovina,"8,469",54,-4,44.25,17.833333
Europe,United Kingdom,Botswana,"3,513",54,-4,-22,24
Europe,United Kingdom,Brazil,"56,055",54,-4,-10,-55
Europe,United Kingdom,British Virgin Islands,292,54,-4,18.5,-64.5
Europe,United Kingdom,Brunei Darussalam,"5,731",54,-4,4.5,114.666667
Europe,United Kingdom,Bulgaria,"51,875",54,-4,43,25
Europe,United Kingdom,Burkina Faso,237,54,-4,13,-2
Europe,United Kingdom,Burundi,"4,820",54,-4,-3.5,30
Europe,United Kingdom,Cambodia,"1,279",54,-4,13,105
Europe,United Kingdom,Cameroon,"1,304",54,-4,6,12
Europe,United Kingdom,Canada,"11,009",54,-4,60,-96
Europe,United Kingdom,Cape Verde,"86,415",54,-4,16,-24
Europe,United Kingdom,Cayman Islands,914,54,-4,19.5,-80.666667
Europe,United Kingdom,Central African Republic,171,54,-4,7,21
Europe,United Kingdom,Chad,371,54,-4,15,19
Europe,United Kingdom,Channel Islands,"19,942",54,-4,,
Europe,United Kingdom,Chile,"7,673",54,-4,-30,-71
Europe,United Kingdom,China,"182,628",54,-4,35,105
Europe,United Kingdom,Hong Kong,"119,990",54,-4,22.25,114.166667
Europe,United Kingdom,Colombia,"27,691",54,-4,4,-72
Europe,United Kingdom,Comoros,154,54,-4,-12.166667,44.25
Europe,United Kingdom,Cook Islands,"9,561",54,-4,-16.083333,-161.583333
Europe,United Kingdom,Cote dIvoire,777,54,-4,8,-5
Europe,United Kingdom,Croatia,"8,535",54,-4,45.166667,15.5
Europe,United Kingdom,Cuba,"9,029",54,-4,22,-79.5
Europe,United Kingdom,Curacao,"2,665",54,-4,12.166667,-69
Europe,United Kingdom,Czech Republic,"84,815",54,-4,49.75,15
Europe,United Kingdom,Congo,"41,605",54,-4,-1,15
Europe,United Kingdom,Democratic Peoples Republic of Korea ,"18,697",54,-4,40,127
Europe,United Kingdom,The Democratic Republic of the Congo,"20,971",54,-4,0,25
Europe,United Kingdom,Denmark,"24,972",54,-4,56,10
Europe,United Kingdom,Djibouti,486,54,-4,11.5,42.5
Europe,United Kingdom,Dominica,"6,851",54,-4,15.5,-61.333333
Europe,United Kingdom,Dominican Republic,"1,485",54,-4,19,-70.666667
Europe,United Kingdom,Ecuador,"9,422",54,-4,-2,-77.5
Europe,United Kingdom,Egypt,"33,686",54,-4,27,30
Europe,United Kingdom,El Salvador,948,54,-4,13.833333,-88.916667
Europe,United Kingdom,Equatorial Guinea,312,54,-4,2,10
Europe,United Kingdom,Eritrea,"19,031",54,-4,15,39
Europe,United Kingdom,Estonia,"9,361",54,-4,59,26
Europe,United Kingdom,Ethiopia,"16,654",54,-4,8,38
Europe,United Kingdom,Faeroe Islands,427,54,-4,,
Europe,United Kingdom,Falkland Islands Malvinas,968,54,-4,-51.75,-59.166667
Europe,United Kingdom,Fiji,"6,754",54,-4,-18,178
Europe,United Kingdom,Finland,"14,325",54,-4,64,26
Europe,United Kingdom,France,"149,872",54,-4,46,2
Europe,United Kingdom,French Polynesia,86,54,-4,-15,-140
Europe,United Kingdom,Gabon,393,54,-4,-1,11.75
Europe,United Kingdom,Gambia,"12,194",54,-4,13.5,-15.5
Europe,United Kingdom,Georgia,"3,388",54,-4,41.999981,43.499905
Europe,United Kingdom,Germany,"322,220",54,-4,51.5,10.5
Europe,United Kingdom,Ghana,"102,837",54,-4,8,-2
Europe,United Kingdom,Gibraltar,"11,955",54,-4,36.133333,-5.35
Europe,United Kingdom,Greece,"39,700",54,-4,39,22
Europe,United Kingdom,Greenland,59,54,-4,72,-40
Europe,United Kingdom,Grenada,"10,009",54,-4,12.116667,-61.666667
Europe,United Kingdom,Guatemala,"1,049",54,-4,15.5,-90.25
Europe,United Kingdom,Guinea,"2,529",54,-4,11,-10
Europe,United Kingdom,Guinea-Bissau,"2,572",54,-4,12,-15
Europe,United Kingdom,Guyana,"23,458",54,-4,5,-59
Europe,United Kingdom,Haiti,340,54,-4,19,-72.416667
Europe,United Kingdom,Honduras,683,54,-4,15,-86.5
Europe,United Kingdom,Hungary,"56,166",54,-4,47,20
Europe,United Kingdom,Iceland,"2,225",54,-4,65,-18
Europe,United Kingdom,India,"776,603",54,-4,20,77
Europe,United Kingdom,Indonesia,"10,344",54,-4,-5,120
Europe,United Kingdom,Islamic Republic of Iran,"91,087",54,-4,32,53
Europe,United Kingdom,Iraq,"80,939",54,-4,33,44
Europe,United Kingdom,Ireland,"503,288",54,-4,53,-8
Europe,United Kingdom,Isle of Man,"10,589",54,-4,54.25,-4.5
Europe,United Kingdom,Israel,"19,608",54,-4,31.5,34.75
Europe,United Kingdom,Italy,"151,790",54,-4,42.833333,12.833333
Europe,United Kingdom,Jamaica,"172,829",54,-4,18.25,-77.5
Europe,United Kingdom,Japan,"40,127",54,-4,36,138
Europe,United Kingdom,Jordan,"6,321",54,-4,31,36
Europe,United Kingdom,Kazakhstan,"5,432",54,-4,48,68
Europe,United Kingdom,Kenya,"151,073",54,-4,1,38
Europe,United Kingdom,Kiribati,182,54,-4,-5,-170
Europe,United Kingdom,Kuwait,"14,054",54,-4,29.5,47.75
Europe,United Kingdom,Kyrgyzstan,"1,132",54,-4,41,75
Europe,United Kingdom,Lao Peoples Democratic Republic,716,54,-4,18,105
Europe,United Kingdom,Latvia,"66,046",54,-4,57,25
Europe,United Kingdom,Lebanon,"17,128",54,-4,33.833333,35.833333
Europe,United Kingdom,Lesotho,851,54,-4,-29.5,28.25
Europe,United Kingdom,Liberia,"3,844",54,-4,6.5,-9.5
Europe,United Kingdom,Libya,"17,684",54,-4,25,17
Europe,United Kingdom,Liechtenstein,31,54,-4,47.166667,9.533333
Europe,United Kingdom,Lithuania,"116,861",54,-4,56,24
Europe,United Kingdom,Luxembourg,"2,092",54,-4,49.75,6.166667
Europe,United Kingdom,Madagascar,"1,121",54,-4,-20,47
Europe,United Kingdom,Malawi,"17,871",54,-4,-13.5,34
Europe,United Kingdom,Malaysia,"75,182",54,-4,2.5,112.5
Europe,United Kingdom,Maldives,402,54,-4,3.2,73
Europe,United Kingdom,Mali,411,54,-4,17,-4
Europe,United Kingdom,Malta,"31,758",54,-4,35.916667,14.433333
Europe,United Kingdom,Mauritania,233,54,-4,20,-12
Europe,United Kingdom,Mauritius,"45,123",54,-4,-20.3,57.583333
Europe,United Kingdom,Mexico,"10,502",54,-4,23,-102
Europe,United Kingdom,Monaco,430,54,-4,43.733333,7.4
Europe,United Kingdom,Mongolia,"1,821",54,-4,46,105
Europe,United Kingdom,Montenegro,"1,124",54,-4,42.5,19.3
Europe,United Kingdom,Montserrat,"7,828",54,-4,16.75,-62.2
Europe,United Kingdom,Morocco,"23,519",54,-4,32,-5
Europe,United Kingdom,Mozambique,"6,368",54,-4,-18.25,35
Europe,United Kingdom,Myanmar,"13,064",54,-4,22,98
Europe,United Kingdom,Namibia,"2,649",54,-4,-22,17
Europe,United Kingdom,Nauru,30,54,-4,-0.533333,166.916667
Europe,United Kingdom,Nepal,"54,695",54,-4,28,84
Europe,United Kingdom,Netherlands,"68,489",54,-4,52.5,5.75
Europe,United Kingdom,New Caledonia,121,54,-4,-21.5,165.5
Europe,United Kingdom,New Zealand,"67,276",54,-4,-42,174
Europe,United Kingdom,Nicaragua,406,54,-4,13,-85
Europe,United Kingdom,Niger,217,54,-4,16,8
Europe,United Kingdom,Nigeria,"216,268",54,-4,10,8
Europe,United Kingdom,Norway,"18,236",54,-4,62,10
Europe,United Kingdom,Oman,"3,432",54,-4,21,57
Europe,United Kingdom,Pakistan,"540,495",54,-4,30,70
Europe,United Kingdom,Panama,769,54,-4,9,-80
Europe,United Kingdom,Papua New Guinea,"1,199",54,-4,-6,147
Europe,United Kingdom,Paraguay,816,54,-4,-22.993333,-57.996389
Europe,United Kingdom,Peru,"7,787",54,-4,-10,-76
Europe,United Kingdom,Philippines,"139,570",54,-4,13,122
Europe,United Kingdom,Poland,"703,050",54,-4,52,20
Europe,United Kingdom,Portugal,"98,967",54,-4,39.5,-8
Europe,United Kingdom,Qatar,"2,706",54,-4,25.5,51.25
Europe,United Kingdom,Republic of Korea,"6,767",54,-4,37,127.5
Europe,United Kingdom,Republic of Moldova,"3,417",54,-4,47,29
Europe,United Kingdom,R_union,14,54,-4,-21.1,55.6
Europe,United Kingdom,Romania,"89,402",54,-4,46,25
Europe,United Kingdom,Russian Federation,"42,491",54,-4,60,100
Europe,United Kingdom,Rwanda,"4,781",54,-4,-2,30
Europe,United Kingdom,Saint Helena Ascension and Tristan da Cunha,"2,917",54,-4,-15.95,-5.7
Europe,United Kingdom,Saint Kitts and Nevis,"6,067",54,-4,17.333333,-62.75
Europe,United Kingdom,Saint Lucia,"9,836",54,-4,13.883333,-60.966667
Europe,United Kingdom,Saint Vincent and the Grenadines,"8,008",54,-4,13.083333,-61.2
Europe,United Kingdom,Samoa,233,54,-4,-13.803096,-172.178309
Europe,United Kingdom,Sao Tome and Principe,"1,028",54,-4,1,7
Europe,United Kingdom,Saudi Arabia,"36,148",54,-4,25,45
Europe,United Kingdom,Senegal,"2,135",54,-4,14,-14
Europe,United Kingdom,Serbia,"9,008",54,-4,44,21
Europe,United Kingdom,Seychelles,"3,878",54,-4,-4.583333,55.666667
Europe,United Kingdom,Sierra Leone,"25,281",54,-4,8.5,-11.5
Europe,United Kingdom,Singapore,"45,351",54,-4,1.366667,103.8
Europe,United Kingdom,Slovakia,"67,781",54,-4,48.666667,19.5
Europe,United Kingdom,Slovenia,"2,298",54,-4,46.25,15.166667
Europe,United Kingdom,Solomon Islands,364,54,-4,-8,159
Europe,United Kingdom,Somalia,"110,775",54,-4,6,48
Europe,United Kingdom,South Africa,"218,732",54,-4,-30,26
Europe,United Kingdom,Spain,"91,179",54,-4,40,-4
Europe,United Kingdom,Sri Lanka,"138,752",54,-4,7,81
Europe,United Kingdom,Sudan,"19,758",54,-4,16,30
Europe,United Kingdom,Suriname,476,54,-4,4,-56
Europe,United Kingdom,Swaziland,"1,596",54,-4,-26.5,31.5
Europe,United Kingdom,Sweden,"35,055",54,-4,62,15
Europe,United Kingdom,Switzerland,"21,458",54,-4,47,8
Europe,United Kingdom,Syrian Arab Republic,"9,950",54,-4,35,38
Europe,United Kingdom,Tajikistan,455,54,-4,39,71
Europe,United Kingdom,Thailand,"47,389",54,-4,15,100
Europe,United Kingdom,The former Yugoslav Republic of Macedonia  ,"3,170",54,-4,41.833333,22
Europe,United Kingdom,Timor-Leste,"2,008",54,-4,-8.833333,125.75
Europe,United Kingdom,Togo,"1,743",54,-4,8,1.166667
Europe,United Kingdom,Tonga,298,54,-4,-20,-175
Europe,United Kingdom,Trinidad and Tobago,"25,364",54,-4,11,-61
Europe,United Kingdom,Tunisia,"6,606",54,-4,34,9
Europe,United Kingdom,Turkey,"100,956",54,-4,39.059012,34.911546
Europe,United Kingdom,Turkmenistan,784,54,-4,40,60
Europe,United Kingdom,Turks and Caicos Islands,110,54,-4,21.733333,-71.583333
Europe,United Kingdom,Uganda,"65,447",54,-4,2,33
Europe,United Kingdom,Ukraine,"23,414",54,-4,49,32
Europe,United Kingdom,United Arab Emirates,"12,314",54,-4,24,54
Europe,United Kingdom,United Republic of Tanzania,"38,691",54,-4,-6,35
Europe,United Kingdom,United States,"212,150",54,-4,39.828175,-98.5795
Europe,United Kingdom,Virgin Islands US,134,54,-4,18.3482891,-64.9834807
Europe,United Kingdom,Uruguay,"1,472",54,-4,-33,-56
Europe,United Kingdom,Uzbekistan,"2,864",54,-4,41.707542,63.84911
Europe,United Kingdom,Vanuatu,168,54,-4,-16,167
Europe,United Kingdom,Bolivarian Republic of Venezuela,"9,834",54,-4,8,-66
Europe,United Kingdom,Viet Nam,"32,429",54,-4,16.166667,107.833333
